id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2821362,40,18,0,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,0,"Die Sitzung ist eröffnet.

Der Ältestenrat hat sich in seiner gestrigen Sitzung darauf verständigt, während der Haushaltsberatungen ab dem 24. Juni keine Befragung der Bundesregierung, keine Fragestunde und auch keine Aktuellen Stunden durchzuführen. Als Präsenztage sind die Tage von Montag, dem 23. Juni, bis Freitag, dem 27. Juni 2014, festgelegt worden. Sind Sie damit einverstanden? - Das ist offenkundig der Fall. Dann verfahren wir so.

Auf der Ehrentribüne hat der Präsident der Parlamentarischen Versammlung der Organisation für Sicherheit und Zusammenarbeit in Europa, OSZE, Herr Ranko Krivokapi?, der auch Präsident des Parlaments von Montenegro ist, mit seiner Delegation Platz genommen.",data/txt/18040.txt,chair,
2821363,40,18,0,,,,1,Beifall,data/txt/18040.txt,poi,
2821364,40,18,0,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,2,"Im Namen aller Kolleginnen und Kollegen des Deutschen Bundestages begrüße ich Sie, sehr geehrter Kollege Krivokapi?, sehr herzlich. Die Bedeutung der OSZE wird ja gerade in diesen Tagen der Weltöffentlichkeit wieder stärker bewusst. Der Deutsche Bundestag fordert alle Konfliktparteien auf, die Beauftragten der OSZE zu respektieren und für ihren Schutz Sorge zu tragen. Für Ihren Aufenthalt bei uns und für Ihr weiteres Wirken in der Parlamentarischen Versammlung der OSZE begleiten Sie unsere besten Wünsche.",data/txt/18040.txt,chair,
2821365,40,18,0,,,,3,Beifall,data/txt/18040.txt,poi,
2821366,40,18,0,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,4,"Ich rufe die Tagesordnungspunkte 26 a und b auf:

a)	Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Einstufung weiterer Staaten als sichere Herkunftsstaaten und zur Erleichterung des Arbeitsmarktzugangs für Asylbewerber und geduldete Ausländer

Drucksache 18/1528

Überweisungsvorschlag:

Innenausschuss (f)

Ausschuss für Recht und Verbraucherschutz

Ausschuss für die Angelegenheiten der Europäischen Union

b)	Beratung des Antrags der Abgeordneten Ulla Jelpke, Jan Korte, Sevim Da?delen, weiterer Abgeordneter und der Fraktion DIE LINKE

Schutzbedarf von Roma aus Westbalkanstaaten anerkennen

Drucksache 18/1616

Überweisungsvorschlag:

Innenausschuss (f)

Auswärtiger Ausschuss

Ausschuss für Recht und Verbraucherschutz

Ausschuss für Menschenrechte und Humanitäre Hilfe

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 96 Minuten vorgesehen. - Ich höre keinen Widerspruch. Dann ist so beschlossen.

Ich eröffne die Aussprache. Für die Bundesregierung hat das Wort Bundesminister Dr. Thomas de Maizière.",data/txt/18040.txt,chair,
2821367,40,18,0,,,,5,Beifall bei der CDU/CSU sowie bei Abgeordneten der SPD,data/txt/18040.txt,poi,
2821368,40,18,0,Vizepräsident Peter Hintze,Peter Hintze,peter-hintze,6,,data/txt/18040.txt,chair,
2821369,40,18,0,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,7,Herr Präsident! Liebe Kolleginnen und Kollegen! Das Recht auf Asyl hat für uns einen hohen Stellenwert,data/txt/18040.txt,speech,
2821370,40,18,0,Claudia Roth [Augsburg] [BÜNDNIS 90/DIE GRÜNEN],Claudia Roth,claudia-roth,8,Gehabt!,data/txt/18040.txt,poi,gruene
2821371,40,18,0,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,9,"und verdeutlicht den Willen Deutschlands, seine historische und humanitäre Verpflichtung zur Aufnahme von Flüchtlingen zu erfüllen. Wir sollten klug und verantwortungsvoll mit dieser Verpflichtung umgehen. Eine verantwortungsvolle Asylpolitik muss auch darauf ausgerichtet sein, die große Aufnahmebereitschaft, die unsere Gesellschaft auszeichnet, für die Aufnahme von wirklich Schutzbedürftigen zu erhalten. Das gilt umso mehr, wenn wir uns die aktuelle Entwicklung der Flüchtlingszahlen anschauen.

Seit einigen Jahren steigen die Zuzugszahlen in Deutschland wieder stark an. Innerhalb der Europäischen Union weist unser Land heute mit großem Abstand die meisten Asylbewerber auf. Im Jahr 2013 haben über 120 000 Menschen in Deutschland Asyl beantragt, in Italien waren es 28 000, in Frankreich 66 000, in Großbritannien 30 000 und in den Niederlanden 17 000. Vor diesem Hintergrund würde ich Sie, Frau Kollegin Roth, gerne bitten, dass Sie, wenn Sie die Politik der Bundesregierung kritisieren, nicht davon sprechen, es ginge hier um Reste des Asylrechts. Wir sind stolz darauf, das Land in Europa zu sein, das die meisten Asylbewerber aufnimmt.",data/txt/18040.txt,speech,
2821372,40,18,0,,,,10,Beifall bei der CDU/CSU und der SPD,data/txt/18040.txt,poi,
2821373,40,18,0,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,11,"Die Entwicklung setzt sich in diesem Jahr fort. Von Januar bis Mai 2014 betrug der Anstieg gegenüber dem entsprechenden Vorjahreszeitraum erneut mehr als 60 Prozent. Wenn diese Entwicklung so weitergeht, dann liegen wir am Ende dieses Jahres bei rund 200 000 Asylanträgen. Die Hilfsbereitschaft der deutschen Bevölkerung ist auch angesichts dieser hohen Zahlen ungebrochen groß. Das sehen wir am Beispiel Syrien. Deutschlands Unterstützung für Syrien beläuft sich seit 2012 auf rund 520 Millionen Euro. Insgesamt sind 2011 nahezu 40 000 syrische Staatsbürger nach Deutschland eingereist, rechnet man die Zahlen aus den Aufnahmeprogrammen, die wir gemacht haben, und der Asylbewerber zusammen. Auch hier sind wir mit Abstand das Land, das außerhalb des Krisengebietes am meisten Flüchtlinge aus Syrien aufnimmt.",data/txt/18040.txt,speech,
2821374,40,18,0,Stefan Liebich [DIE LINKE],Stefan Liebich,stefan-liebich,12,Was passiert im Krisengebiet?,data/txt/18040.txt,poi,linke
2821375,40,18,0,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,13,Seit drei Jahren werden bundesweit keine Menschen mehr nach Syrien abgeschoben. Auch dafür haben die Menschen in unserem Land großes Verständnis.,data/txt/18040.txt,speech,
2821376,40,18,0,,,,14,Beifall bei der CDU/CSU und der SPD,data/txt/18040.txt,poi,
2821377,40,18,0,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,15,"Dagegen gibt es ein wachsendes Unverständnis für die Armutsmigration aus Westbalkanstaaten im Asylverfahren. In der Tat, seit Aufhebung der Visumspflicht - nicht etwa wegen einer veränderten Lage in den entsprechenden Staaten - für Serbien, Mazedonien und Bosnien-Herzegowina ist in Deutschland ein sprunghafter Anstieg der Antragszahlen festzustellen.

Im Jahr 2009, also im letzten Jahr vor der Aufhebung der Visumspflicht, kamen etwa 1 000 Asylbewerber aus diesen Herkunftsstaaten. Im Jahr 2013 waren es bereits 32 000. Das war ein Viertel aller 2013 in Deutschland gestellten Asylanträge.

Serbien, meine Damen und Herren, ist im Jahr 2014 das zweitstärkste Herkunftsland aller Staaten, aus denen Asylbewerber kommen. Die Zahl der anerkannten Schutzbedürftigen unter den Angehörigen dieser Staaten liegt jedoch bei unter 1 Prozent.

Der vorliegende Gesetzentwurf, den ich hier heute einbringe, sieht deshalb vor, Mazedonien, Serbien sowie Bosnien-Herzegowina als sichere Herkunftsstaaten nach dem Asylverfahrensgesetz einzustufen.",data/txt/18040.txt,speech,
2821378,40,18,0,Britta Haßelmann [BÜNDNIS 90/DIE GRÜNEN],Britta Haßelmann,britta-haßelmann,16,Unverantwortlich!,data/txt/18040.txt,poi,gruene
2821379,40,18,0,"Dr. Thomas de Maizière, Bundesminister des Innern",Dr. Thomas de Maizière,thomas-de-maiziere,17,"Für sichere Herkunftsstaaten wird kraft Gesetzes vermutet, dass aufgrund der Rechtslage, der Rechtsanwendung und der allgemeinen politischen Verhältnisse dort keine politische Verfolgung droht.",data/txt/18040.txt,speech,
2821380,40,18,0,Britta Haßelmann [BÜNDNIS 90/DIE GRÜNEN],Britta Haßelmann,britta-haßelmann,18,Was ist mit den Roma?,data/txt/18040.txt,poi,gruene
