id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2663267,198,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,0,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich.

Vor Eintritt in die Tagesordnung müssen wir noch eine Wahl zum Stiftungsrat der Stiftung Flucht, Vertreibung, Versöhnung durchführen. Der Beauftragte der Bundesregierung für Kultur und Medien hat mitgeteilt, dass das vom Auswärtigen Amt benannte stellvertretende Mitglied Jutta Frasch ausgeschieden ist und Herr Andreas Meitzner als Nachfolger vorgeschlagen wird. Nach § 19 des entsprechenden Gesetzes müssen auch die von anderen Stellen vorgeschlagenen Mitglieder des Stiftungsrates vom Deutschen Bundestag bestätigt werden. Deshalb frage ich Sie, ob Sie mit diesem Vorschlag einverstanden sind. - Das ist offensichtlich der Fall. Dann ist Herr Meitzner damit als stellvertretendes Mitglied gewählt.

Es gibt eine interfraktionelle Vereinbarung, die verbundene Tagesordnung um die in der Zusatzpunktliste aufgeführten Punkte zu erweitern:

ZP 1	Aktuelle Stunde auf Verlangen der Fraktionen der CDU/CSU und FDP:

Finanzielle Belastungen der Geringverdienerhaushalte durch die von der rot-grünen Bundesregierung beschlossenen Ökostromsubventionen

(siehe 197. Sitzung)

ZP 2	Beratung des Antrags der Abgeordneten Uwe Schummer, Albert Rupprecht (Weiden), Michael Kretschmer, weiterer Abgeordneter und der Fraktion der CDU/CSU

sowie der Abgeordneten Heiner Kamp, Dr. Martin Neumann (Lausitz), Sylvia Canel, weiterer Abgeordneter und der Fraktion der FDP

Das deutsche Berufsbildungssytem - Versicherung gegen Jugendarbeitslosigkeit und Fachkräftemangel

- Drucksache 17/10986 -

Überweisungsvorschlag:

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung (f)

Ausschuss für Wirtschaft und Technologie

Ausschuss für Arbeit und Soziales

Ausschuss für die Angelegenheiten der Europäischen Union

Haushaltsausschuss

ZP 3	Weitere Überweisungen im vereinfachten Verfahren

Ergänzung zu TOP 40

a)	Beratung des Antrags der Abgeordneten Claudia Roth (Augsburg), Tom Koenigs, Hans-Christian Ströbele, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

NS-Vergangenheit von Bundesministerien und Behörden systematisch aufarbeiten - Bestandsaufnahme zur Forschung erstellen - Erinnerungsarbeit koordinieren

- Drucksache 17/10068 -

Überweisungsvorschlag:

Innenausschuss (f)

Ausschuss für Kultur und Medien

Rechtsausschuss

Ausschuss für Menschenrechte und Humanitäre Hilfe

b)	Beratung des Antrags der Abgeordneten Markus Kurth, Beate Müller-Gemmeke, Britta Haßelmann, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Für eine angemessene Praxis bei Anträgen auf Kindergeldabzweigung durch die Sozialhilfeträger

- Drucksache 17/10863 -

Überweisungsvorschlag:

Ausschuss für Arbeit und Soziales (f)

Ausschuss für Familie, Senioren, Frauen und Jugend

c)	Beratung des Antrags der Abgeordneten Dr. Günter Krings, Michael Kretschmer, Dr. Hans-Peter Uhl, weiterer Abgeordneter und der Fraktion der CDU/CSU

sowie der Abgeordneten Dr. h. c. Wolfgang Thierse, Siegmund Ehrmann, Angelika Krüger-Leißner, weiterer Abgeordneter und der Fraktion der SPD

sowie der Abgeordneten Dr. Stefan Ruppert, Patrick Kurth (Kyffhäuser), Gisela Piltz, weiterer Abgeordneter und der Fraktion der FDP

Wissenschafts- und Forschungsfreiheit stärken, Rahmenbedingungen verbessern - Die Aufarbeitung der Geschichte der wichtigsten staatlichen Institutionen in Bezug auf die NS-Vergangenheit durch besseren Aktenzugang unterstützen und Bestandsaufnahmen zur Aufarbeitung der frühen Geschichte der Bundesministerien und -behörden sowie der vergleichbaren DDR-Institutionen beauftragen

- Drucksache 17/11001 -

Überweisungsvorschlag:

Innenausschuss (f)

Rechtsausschuss

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Ausschuss für Kultur und Medien

d)	Beratung des Antrags der Abgeordneten Dr. Marlies Volkmer, Dr. Karl Lauterbach, Elke Ferner, weiterer Abgeordneter und der Fraktion der SPD

Patientenrechte wirksam verbessern

- Drucksache 17/11008 -

Überweisungsvorschlag:

Ausschuss für Gesundheit (f)

Rechtsausschuss

Ausschuss für Wirtschaft und Technologie

Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz

e)	Beratung des Antrags der Abgeordneten Dr. Wolfgang Strengmann-Kuhn, Kerstin Andreae, Markus Kurth, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Beitragssätze nachhaltig stabilisieren, Erwerbsminderungsrente verbessern, Reha-Budget angemessen ausgestalten

- Drucksache 17/11010 -

Überweisungsvorschlag:

Ausschuss für Arbeit und Soziales (f)

Ausschuss für Wirtschaft und Technologie

Ausschuss für Familie, Senioren, Frauen und Jugend

Haushaltsausschuss

ZP 4	Weitere abschließende Beratungen ohne Aussprache

Ergänzung zu TOP 41

a)	Zweite und dritte Beratung des von der Bundes-regierung eingebrachten Entwurfs eines Gesetzes zu dem Abkommen vom 29. Juni 2012 zwischen der Bundesrepublik Deutschland und dem Globalen Treuhandfonds für Nutzpflanzenvielfalt über den Sitz des Globalen Treuhandfonds für Nutzpflanzenvielfalt

- Drucksache 17/10756 -

Beschlussempfehlung und Bericht des Auswärtigen Ausschusses (3. Ausschuss)

- Drucksache 17/11035 -

Berichterstattung:

Abgeordnete Peter Beyer

Dr. Rolf Mützenich

Marina Schuster

Wolfgang Gehrcke

Kerstin Müller (Köln)

b)	Beratung des Antrags der Fraktionen der SPD und BÜNDNIS 90/DIE GRÜNEN

Portugal unterstützen und Parlamentsrechte wahren

hier: Stellungnahme des Deutschen Bundestages nach Artikel 23 des Grundgesetzes i. V. m. § 9 des Gesetzes über die Zusammenarbeit von Bundesregierung und Deutschem Bundestag in Angelegenheiten der Europäischen Union

- Drucksache 17/11009 -

ZP 5	Aktuelle Stunde auf Verlangen der Fraktion BÜNDNIS 90/DIE GRÜNEN:

Integrität parlamentarischer Entscheidungen durch mehr Transparenz und klare Regeln gewährleisten - Nebentätigkeiten, Karenzzeit für Regierungsmitglieder, Abgeordnetenbestechung und Parteiengesetz

ZP 6 a)			Zweite und dritte Beratung des von der Bundes-regierung eingebrachten Entwurfs eines Achten Gesetzes zur Änderung des Gesetzes gegen Wettbewerbsbeschränkungen (8. GWB-ÄndG)

- Drucksache 17/9852 -

Beschlussempfehlung und Bericht des Ausschusses für Wirtschaft und Technologie (9. Ausschuss)

- Drucksache 17/11053 -

Berichterstattung:

Abgeordneter Ingo Egloff

b)	Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Wirtschaft und Technologie (9. Ausschuss) zu dem Antrag der Abgeordneten Kerstin Andreae, Dr. Tobias Lindner, Nicole Maisch, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN

Verbraucherschutz und Nachhaltigkeit im Wettbewerbsrecht verankern

- Drucksachen 17/9956, 17/11053 -

Berichterstattung:

Abgeordneter Ingo Egloff

c)	Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Wirtschaft und Technologie (9. Ausschuss) zu dem Antrag der Fraktionen der SPD und BÜNDNIS 90/DIE GRÜNEN

Presse-Grosso gesetzlich verankern

- Drucksachen 17/8923, 17/9989 -

Berichterstattung:

Abgeordneter Dr. Georg Nüßlein

d)	Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Kultur und Medien (22. Ausschuss) zu dem Antrag der Fraktionen der SPD und BÜNDNIS 90/DIE GRÜNEN

Instrumente zur Förderung der Medienvielfalt auf solide Datenbasis stellen

- Drucksachen 17/9155, 17/11058 -

Berichterstattung:

Abgeordnete Reinhard Grindel

Martin Dörmann

Burkhardt Müller-Sönksen

Kathrin Senger-Schäfer

Tabea Rößner

e)	Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Kultur und Medien (22. Ausschuss) zu dem Antrag der Abgeordneten Martin Dörmann, Siegmund Ehrmann, Petra Ernstberger, weiterer Abgeordneter und der Fraktion der SPD

Freiheit und Unabhängigkeit der Medien -sichern - Vielfalt der Medienlandschaft erhalten und Qualität im Journalismus stärken

- Drucksachen 17/10787, 17/11045, 17/11082 -

Berichterstattung:

Abgeordnete Reinhard Grindel

Martin Dörmann

Burkhardt Müller-Sönksen

Kathrin Senger-Schäfer

Tabea Rößner

ZP 7 a)			Beratung des Antrags der Abgeordneten Ulrike Gottschalck, Sören Bartol, Uwe Beckmeyer, weiterer Abgeordneter und der Fraktion der SPD

Neue Impulse für die Förderung des Radverkehrs setzen - Den Nationalen Radverkehrsplan 2020 überarbeiten

- Drucksache 17/11000 -

Überweisungsvorschlag:

Ausschuss für Verkehr, Bau und Stadtentwicklung (f)

Innenausschuss

Ausschuss für Gesundheit

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit

Ausschuss für Tourismus

Haushaltsausschuss

b)	Beratung der Unterrichtung durch die Bundes-regierung

Nationaler Radverkehrsplan 2020 - Den Radverkehr gemeinsam weiterentwickeln

- Drucksache 17/10681 -

Überweisungsvorschlag:

Ausschuss für Verkehr, Bau und Stadtentwicklung (f)

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit

Ausschuss für Tourismus

ZP 8	Beratung des Antrags der Fraktion der SPD

Gemeinsam die Modernisierung Russlands -voranbringen - Rückschläge überwinden - Neue Impulse für die Partnerschaft setzen

- Drucksache 17/11005 -

Überweisungsvorschlag:

Auswärtiger Ausschuss (f)

Innenausschuss

Ausschuss für Wirtschaft und Technologie

Verteidigungsausschuss

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Menschenrechte und Humanitäre Hilfe

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Ausschuss für die Angelegenheiten der Europäischen Union

Außerdem werden die Tagesordnungspunkte 37 und 41 d abgesetzt. Von der Frist für den Beginn der Beratungen soll, soweit erforderlich, abgewichen werden. Darüber hinaus kommt es zu den in der Zusatzpunktliste dargestellten Änderungen im Ablauf unserer Tagesordnung.

Schließlich mache ich noch auf mehrere nachträgliche Ausschussüberweisungen im Anhang zur Zusatzpunktliste aufmerksam:

Der am 28. Juni 2012 (187. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Jahressteuergesetzes 2013

- Drucksache 17/10000 -

Überweisungsvorschlag:

Finanzausschuss (f)

Rechtsausschuss

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Verkehr, Bau und Stadtentwicklung

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Ausschuss für Kultur und Medien

Haushaltsausschuss mitberatend und gemäß § 96 GO

Der am 27. September 2012 (195. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (10. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Novellierung patentrechtlicher Vorschriften und -anderer Gesetze des gewerblichen Rechtsschutzes

- Drucksache 17/10308 -

Überweisungsvorschlag:

Rechtsausschuss (f)

Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz

Der am 28. September 2012 (196. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Bildung, Forschung und Technikfolgenabschätzung (18. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Dritten Gesetzes zur Änderung des Tierschutzgesetzes

- Drucksache 17/10572 -

Überweisungsvorschlag:

Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (f)

Rechtsausschuss

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Der am 27. September 2012 (195. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (10. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Dritten Gesetzes zur Neuregelung energiewirtschaftsrechtlicher Vorschriften

- Drucksache 17/10754 -

Überweisungsvorschlag:

Ausschuss für Wirtschaft und Technologie (f)

Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz

Ausschuss für Verkehr, Bau und Stadtentwicklung

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit

Der am 27. September 2012 (195. Sitzung) überwiesene nachfolgende Gesetzentwurf soll zusätzlich dem Innenausschuss (4. Ausschuss) zur Mitberatung überwiesen werden:

Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zum Vorschlag für eine Verordnung des Rates über die Erweiterung des Geltungsbereichs der Verordnung (EU) Nummer 1214/2011 des Europäischen Parlaments und des Rates über den -gewerbsmäßigen grenzüberschreitenden Straßentransport von Euro-Bargeld zwischen Mitgliedstaaten des Euro-Raums

- Drucksache 17/10759 -

Überweisungsvorschlag:

Finanzausschuss (f)

Innenausschuss

Rechtsausschuss

Ausschuss für Verkehr, Bau und Stadtentwicklung

Der am 27. September 2012 (195. Sitzung) überwiesene nachfolgende Gesetzentwurf soll dem Haushaltsausschuss (8. Ausschuss) zusätzlich gemäß § 96 der Geschäftsordnung überwiesen werden:

Erste Beratung des von den Fraktionen der CDU/CSU und FDP eingebrachten Entwurfs eines Gesetzes zu Änderungen im Bereich der geringfügigen Beschäftigung

- Drucksache 17/10773 -

Überweisungsvorschlag:

Ausschuss für Arbeit und Soziales (f)

Finanzausschuss

Ausschuss für Wirtschaft und Technologie

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Gesundheit

Haushaltsausschuss mitberatend und gemäß § 96 GO

Der am 27. September 2012 (195. Sitzung) überwiesene nachfolgende Gesetzentwurf soll dem Haushaltsausschuss (8. Ausschuss) nun nicht mehr zur Mitberatung, jedoch zusätzlich gemäß § 96 der Geschäftsordnung überwiesen werden:

Erste Beratung des von den Fraktionen der CDU/CSU und FDP eingebrachten Entwurfs eines -Gesetzes zur Änderung und Vereinfachung der Unternehmensbesteuerung und des steuerlichen Reisekostenrechts

- Drucksache 17/10774 -

Überweisungsvorschlag:

Finanzausschuss (f)

Innenausschuss

Rechtsausschuss

Ausschuss für Wirtschaft und Technologie

Haushaltsausschuss gemäß § 96 GO

Einwände höre ich nicht. Dann ist das so beschlossen.

Ich rufe den Tagesordnungspunkt 4 auf:

Abgabe einer Regierungserklärung durch die Bundeskanzlerin

zum Europäischen Rat am 18./19. Oktober 2012 in Brüssel

Hierzu liegt ein Entschließungsantrag der SPD-Fraktion vor.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache im Anschluss an die Regierungserklärung Eindreiviertelstunden vorgesehen. - Auch dazu darf ich Ihr Einvernehmen feststellen. Dann ist das so beschlossen.

Das Wort zur Abgabe einer Regierungserklärung hat die Bundeskanzlerin Frau Dr. Angela Merkel.",data/txt/17198.txt,chair,
2663268,198,17,0,,,,1,Beifall bei der CDU/CSU und der FDP,data/txt/17198.txt,poi,
2663269,198,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,2,,data/txt/17198.txt,chair,
2663270,198,17,0,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,3,"Herr Präsident! Liebe Kolleginnen und Kollegen! Meine Damen und Herren! Inmitten der schwersten Krise seit Verabschiedung der Römischen Verträge vor 55 Jahren, inmitten der größten Bewährungsprobe, die wir Europäer seither zu bestehen hatten, genau in dieser Zeit wird am letzten Freitag in der Hauptstadt eines -europäischen Landes, das selbst kein Mitglied der Europäischen Union ist, einer der bedeutendsten Preise der Welt an die Europäische Union vergeben.

Wenig, wie ich finde, macht die Dramatik der gegenwärtigen Lage Europas mit einem Schlag so deutlich wie die Verleihung des Friedensnobelpreises 2012 an die -Europäische Union.",data/txt/17198.txt,speech,
2663271,198,17,0,,,,4,Beifall bei der CDU/CSU und der FDP,data/txt/17198.txt,poi,
2663272,198,17,0,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,5,"Wenig zwingt uns so sehr, uns die Größe der Aufgabe unserer politischen Generation bewusst zu machen, wie diese Entscheidung in Oslo am letzten Freitag. Ich finde, dies ist eine wunderbare Entscheidung,",data/txt/17198.txt,speech,
2663273,198,17,0,,,,6,Beifall bei der CDU/CSU und der FDP,data/txt/17198.txt,poi,
2663274,198,17,0,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,7,"und zwar deshalb, weil das Nobelpreiskomitee den Friedensnobelpreis gerade nicht in den Jahren europäischer Triumphe und Glücksmomente - zum Beispiel 1990 nach dem Fall des Eisernen Vorhangs oder 2004 nach der Osterweiterung der Europäischen Union -, sondern jetzt verliehen hat.

In der Zeit der Krise ist diese Entscheidung weit mehr als nur eine Würdigung. Sie ist weit mehr als eine Erinnerung an den Ausgangspunkt der europäischen Einigungsidee nach Jahrhunderten des Mordens und -Sterbens auf europäischen Schlachtfeldern. Diese Entscheidung ist so bedeutend, weil sie genau jetzt kommt. Denn damit ist sie als Mahnung zu verstehen. Mehr noch, sie ist Ansporn und Verpflichtung, und zwar für uns alle in Europa, das Wichtige vom Unwichtigen zu trennen und den Kern der Bewährungsprobe, in der wir uns ja nun sichtbarerweise befinden, immer wieder zu sehen.

Dieser Kern unserer Bewährungsprobe kann in einem einfachen Satz ausgedrückt werden: Der Euro, um dessen Stärke wir mit vielen Instrumenten und Maßnahmen gerade ringen, ist weit mehr als eine Währung,",data/txt/17198.txt,speech,
2663275,198,17,0,,,,8,Beifall bei der CDU/CSU und der FDP,data/txt/17198.txt,poi,
2663276,198,17,0,"Dr. Angela Merkel, Bundeskanzlerin","Dr. Angela Merkel,",angela-merkel,9,"der Euro steht symbolhaft für die wirtschaftliche, soziale und politische Einigung Europas - mit großer Wirkung weit über Europa hinaus.

Das ist der Grund, warum die Überwindung der Krise im Euro-Raum seit nunmehr bald drei Jahren die Agenda aller G-8-Treffen, aller G-20-Treffen und fast aller Europäischen Räte der Staats- und Regierungschefs bestimmt. Wir haben seit Anfang 2010 allein zehn Räte gehabt. Auch heute und morgen, beim elften Europäischen Rat der Staats- und Regierungschefs, wird das nicht anders sein.

Es kann gar nicht oft genug gesagt werden: Die Probleme, mit denen wir uns beschäftigen, die Probleme, mit denen wir zu kämpfen haben, sind nicht über Nacht entstanden. Deshalb können sie auch nicht über Nacht gelöst werden. Sie sind auf eine mangelnde Wettbewerbsfähigkeit, sie sind auf die Überschuldung einzelner Mitgliedstaaten",data/txt/17198.txt,speech,
