id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2600500,159,17,0,                 Vizepräsident Eduard Oswald,Eduard Oswald,eduard-oswald,0,"Schönen Freitagmorgen zusammen! Liebe Kolleginnen und Kollegen, die Sitzung ist eröffnet.

Interfraktionell ist vereinbart worden, den Tagesordnungspunkt 22 abzusetzen. Sind Sie damit einverstanden? - Sie widersprechen nicht. Dann ist das so beschlossen.

So rufe ich jetzt den Tagesordnungspunkt 20 auf:

Beratung der Unterrichtung durch die Bundesregierung

Globalisierung gestalten - Partnerschaften ausbauen - Verantwortung teilen

- Drucksache 17/8600 -

Überweisungsvorschlag:

Auswärtiger Ausschuss (f)

Innenausschuss

Finanzausschuss

Ausschuss für Wirtschaft und Technologie

Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz

Ausschuss für Arbeit und Soziales

Verteidigungsausschuss

Ausschuss für Familie, Senioren, Frauen und Jugend

Ausschuss für Gesundheit

Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit

Ausschuss für Menschenrechte und Humanitäre Hilfe

Ausschuss für Bildung, Forschung und Technikfolgenabschätzung

Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung

Ausschuss für die Angelegenheiten der Europäischen Union

Ausschuss für Kultur und Medien

Dazu liegt ein Entschließungsantrag der Fraktion Die Linke vor.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache eineinhalb Stunden vorgesehen. - Sie widersprechen nicht. Dann haben wir das so beschlossen.

Ich eröffne die Aussprache. Erster Redner in unserer Debatte ist - so ist mir das gerade gesagt worden - unser Bundesminister des Auswärtigen, Dr. Guido Westerwelle.

Herr Bundesminister, ich gebe Ihnen das Wort. Bitte schön, Kollege Dr. Westerwelle.",data/txt/17159.txt,chair,
2600501,159,17,0,,,,1,Beifall bei der FDP und der CDU/CSU,data/txt/17159.txt,poi,
2600502,159,17,0,                 Vizepräsident Eduard Oswald,Eduard Oswald,eduard-oswald,2,,data/txt/17159.txt,chair,
2600503,159,17,0,"Dr. Guido Westerwelle, Bundesminister des Auswärtigen",Dr. Guido Westerwelle,guido-westerwelle,3,"Herr Präsident! Meine sehr geehrten Damen und Herren! Liebe Kolleginnen und Kollegen! Ich möchte mich zunächst beim Deutschen Bundestag dafür bedanken, dass wir seit einiger Zeit und aus Anlass des Konzeptes, das die Bundesregierung am Mittwoch im Kabinett verabschiedet hat, eine Debatte von eher grundsätzlicher Bedeutung und Ausrichtung führen. Ich möchte mich bei allen Fraktionen bedanken; denn dieser Gedanke ist bei allen Fraktionen gewachsen. Ich möchte auch zum Ausdruck bringen, dass ich diese Debatte für notwendig halte; denn bei allem, was wir in Deutschland diskutieren, bei allen wichtigen innenpolitischen Debatten, die wir zu führen haben, bei allen europäischen Problemen, die wir derzeit lösen müssen - wir tragen eine große Verantwortung -, dürfen wir den Blick auf die Welt nicht verlieren.

Wir dürfen nicht ignorieren, dass sich die Welt in einem rasanten Tempo verändert, dass sich die Gewichte in der Welt verschieben, dass neue Kraftzentren gewachsen sind und neue Gestaltungsmächte auf die politische Bühne kommen, die nicht nur wirtschaftlichen Erfolg haben, sondern auch politischen Einfluss. Das ist ganz augenscheinlich eine große Veränderung.

Wir leben in einer Zeit der Veränderung. Das, was als Wort Globalisierung in den letzten 15 Jahren in aller Munde war, ist in Wahrheit weit mehr als ein wirtschaftlicher Prozess. Die Globalisierung ist eine Vernetzung der Welt. Die Globalisierung vernetzt nicht nur Wirtschaften und bringt nicht nur Handelspartner zueinander, sondern es werden auch Werte globalisiert, es werden Lebensstile globalisiert. Es ist eine große Chance für uns, eine werteorientierte und interessengeleitete Außenpolitik zu formulieren und auch umzusetzen. Wir betrachten die Globalisierung als eine Chance, als eine Chance nicht nur für wirtschaftlichen Erfolg, sondern ausdrücklich auch als eine Chance für unsere freiheitlichen Werte. Für diese treten wir weltweit ein.",data/txt/17159.txt,speech,
2600504,159,17,0,,,,4,Beifall bei der FDP und der CDU/CSU,data/txt/17159.txt,poi,
2600505,159,17,0,"Dr. Guido Westerwelle, Bundesminister des Auswärtigen",Dr. Guido Westerwelle,guido-westerwelle,5,"Meine Damen und Herren, viele sind aufmerksam geworden auf die Debatte in den Vereinigten Staaten von Amerika, als die amerikanische Außenministerin erklärt hat, es sei notwendig, den asiatisch-pazifischen Raum stärker zu beachten und die amerikanische Außenpolitik stärker auf den asiatisch-pazifischen Raum zu konzentrieren. In Wahrheit vollzieht sich hier nur eine reale Entwicklung nach. Wir leben in einer Welt mit 7 Milliarden Menschen, und wir spüren, auch wenn wir im Westen immer noch glauben, den Taktstock fest in den Händen zu halten, dass in Wahrheit immer mehr Gestaltungsmächte ebenfalls nach diesem Taktstock greifen.

Was sind die drei Merkmale dieser Gestaltungsmächte, von denen ich hier spreche?

Erstens. Es ist eine atemberaubende wirtschaftliche Erfolgsgeschichte, die diese Gestaltungsmächte vorweisen können.

Zweitens. Aus dem großen wirtschaftlichen Erfolg dieser Mächte resultiert auch der Anspruch auf mehr politische Mitwirkung und mehr politischen Einfluss.

Drittens. Diese neuen Gestaltungsmächte wollen mindestens regional Ordnungskräfte sein, das heißt sich auch als Ordnungsmächte, mindestens regional, verstehen.

Es ist deshalb notwendig, dass wir jetzt rechtzeitig mit diesen neuen Gestaltungsmächten das Gespräch suchen, uns auch politisch auseinandersetzen, verstehen, dass es mehr ist als China, Indien, Brasilien, Russland oder Südafrika, also mehr ist als die BRICS-Staaten, dass längst eine lange Reihe von weiteren Staaten sich in der zweiten Reihe auf den Weg gemacht hat. Beispielhaft sind in dem Konzept, das wir in dieser Woche schon vorgestellt haben, einige Staaten genannt, etwa Kolumbien, Vietnam, Indonesien. Es wären noch viele mehr zu nennen. Aber es ist nicht möglich, eine abschließende Liste der neuen Gestaltungsmächte vorzulegen. Allein in den letzten zehn Jahren konnten wir beobachten, wie schnell sich die Dinge verändern. Plötzlich sind Länder in der ersten Liga der Weltpolitik dabei, bei denen man das vor kurzem noch nicht für möglich gehalten hat. Die Umbrüche insbesondere in der südlichen Nachbarschaft Europas belegen dies eindeutig.

Ich will für die Bundesregierung klar sagen: Wir wollen die alten Freundschaften ausbauen und vertiefen, aber wir wollen gleichzeitig auch neue Partnerschaften, neue strategische Partnerschaften mit diesen neuen Gestaltungsmächten rechtzeitig eingehen und aufbauen. Das ist unsere Ausgangsposition, das ist der Kern unseres Programms.

Meine sehr geehrten Damen und Herren, liebe Kolleginnen und Kollegen, einen Widerspruch daraus herauszulesen, wie es in den politischen Diskussionen gelegentlich getan wird, nämlich zu meinen, die Hinwendung zu neuen Gestaltungsmächten gehe einher mit der Abwendung von alten Partnerschaften, das ist definitiv falsch. Für uns bleiben Europa und die Europäische Union das Fundament deutscher Außenpolitik. Für uns bleibt die transatlantische Partnerschaft das Fundament deutscher Außenpolitik. Das heißt, die alten Freundschaften werden nicht dadurch infrage gestellt, dass man neue strategische Partnerschaften eingeht. So wie die neue Ostpolitik die Westintegration nicht infrage gestellt hat, so stellt das Hinwenden zu neuen strategischen Partnern, zu neuen Gestaltungsmächten alte Partnerschaften nicht infrage. Wir wissen, was wir am Westen haben. Für uns war der Westen immer mehr als eine geografische Größe. Für uns war der Westen immer auch eine Wertegemeinschaft; so verstehen wir ihn.",data/txt/17159.txt,speech,
2600506,159,17,0,,,,6,Beifall bei der FDP und der CDU/CSU,data/txt/17159.txt,poi,
2600507,159,17,0,"Dr. Guido Westerwelle, Bundesminister des Auswärtigen",Dr. Guido Westerwelle,guido-westerwelle,7,"Die Vernetzung der Welt findet in vielen Bereichen statt. Deswegen ist es wichtig, dass wir verstehen, dass wir, vom Umweltschutz bis hin zur Bekämpfung des Hungers in der Welt und zur präventiven Diplomatie, also zur Konfliktvermeidung, alle Partner brauchen. Herzstück unserer Politik sind dabei die Vereinten Nationen. Aber ich sage hier auch klar: Die Vereinten Nationen werden nur dann auch in Zukunft eine entscheidende Rolle in der Weltinnenpolitik spielen, wenn sie sich den neuen Entwicklungen in unserer Zeit anpassen. So wie die Gewichte in den Vereinten Nationen derzeit verteilt sind, spiegeln sie das Ergebnis einer Weltordnung nach dem Ende des Zweiten Weltkriegs wider.

Es ist aus unserer Sicht nicht das erste Ziel, dass Deutschland als einer der größten Beitragszahler mit einem ständigen Sitz im Sicherheitsrat vertreten ist. Ja, das wollen wir, aber das ist nicht das Eigentliche, worum es geht, sondern es geht darum, dass die Gewichte der Welt sich auch entsprechend widerspiegeln müssen. Dass Lateinamerika überhaupt nicht ständig im Sicherheitsrat der Vereinten Nationen vertreten ist, dass der gesamte asiatische Raum im Sicherheitsrat der Vereinten Nationen so unterrepräsentiert ist, dass Afrika überhaupt nicht ständig im Sicherheitsrat der Vereinten Nationen vertreten ist, das ist aus unserer Sicht falsch. Wir sind der Überzeugung: Das spiegelt die Verhältnisse der Vergangenheit wider, aber nicht die Gegenwart und erst recht nicht die Zukunft. Deswegen liegt es im Interesse der Vereinten Nationen, dass wir alle gemeinsam die Reform der Vereinten Nationen voranbringen und vorantreiben.",data/txt/17159.txt,speech,
2600508,159,17,0,,,,8,Beifall bei der FDP und der CDU/CSU,data/txt/17159.txt,poi,
2600509,159,17,0,"Dr. Guido Westerwelle, Bundesminister des Auswärtigen",Dr. Guido Westerwelle,guido-westerwelle,9,"Dabei wissen wir natürlich, dass es in vielen Bereichen Unzulänglichkeiten und unterschiedliche Auffassungen gibt. Ich sage dies auch vor dem Hintergrund der aktuellen Debatten. Es gibt schon viele Bereiche, wo wir international zusammenarbeiten; dort erkennt man, dass es Lichtblicke gibt. Aber es ist zum Beispiel nicht ausreichend, wenn man die Entscheidung des Sicherheitsrats der Vereinten Nationen vom vergangenen Samstag ausschließlich auf das doppelte Veto von Russland und China reduziert. Sosehr wir kritisieren, dass es diese beiden Vetos von Russland und China gegeben hat, so sehr sollten wir, wenn wir uns außenpolitisch wirklich ernsthaft damit auseinandersetzen, anerkennen, dass alle anderen 13 Länder bei der Syrien-Resolution mit Ja gestimmt haben, darunter Länder wie Indien, Pakistan und Südafrika. Das zeigt, dass sehr wohl auch positive Entwicklungen zu verzeichnen sind.

Ich betrachte es als eine positive Entwicklung, dass im Hinblick auf Syrien, aber auch im Hinblick auf andere Konflikte, die wir im Nahen und Mittleren Osten derzeit verzeichnen müssen und auch bewältigen wollen, die Arabische Liga eine zunehmende Rolle spielt. Es ist bemerkenswert, dass die Arabische Liga sich in den letzten zwölf Monaten stärker als politische Einheit versteht und stärker politischen Einfluss nimmt. Wir werden als deutsche Bundesregierung darauf reagieren. Ich beabsichtige, unsere diplomatischen Beziehungen zur Arabischen Liga formell aufzuwerten.",data/txt/17159.txt,speech,
