id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2614962,170,17,0,Vizepräsidentin Petra Pau,Petra Pau,petra-pau,0,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Liebe Kolleginnen und Kollegen! Ich rufe den Tagesordnungspunkt 26 auf:

Beratung des Antrags der Abgeordneten Dr. Barbara Höll, Dr. Axel Troost, Richard Pitterle, weiterer Abgeordneter und der Fraktion DIE LINKE

Wer Schulden bremsen will, muss Millionäre besteuern

- Drucksache 17/8792 -

Überweisungsvorschlag:

Finanzausschuss

Nach einer interfraktionellen Vereinbarung ist für die Aussprache eine Stunde vorgesehen. - Ich höre keinen Widerspruch. Dann ist so beschlossen.

Ich eröffne die Aussprache. Das Wort hat für die Fraktion Die Linke der Kollege Dr. Gregor Gysi.",data/txt/17170.txt,chair,
2614963,170,17,0,,,,1,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614964,170,17,0,Dr. Barbara Höll [DIE LINKE],Dr. Barbara Höll,barbara-holl,2,Die FDP ist aber toll vertreten!,data/txt/17170.txt,poi,linke
2614965,170,17,0,Vizepräsidentin Petra Pau,Petra Pau,petra-pau,3,,data/txt/17170.txt,chair,
2614966,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,4,"Frau Präsidentin! Meine Damen und Herren! Die FDP ist beim Thema Vermögensteuer wirklich reichlich vertreten. Das liegt an der inneren Ablehnung, die da herrscht.",data/txt/17170.txt,speech,linke
2614967,170,17,0,Dr. h. c. Hans Michelbach [CDU/CSU],Dr. h. c. Hans Michelbach,hans-michelbach,5,"Ich habe gehört, dass Sie zu den Millionären gehören!",data/txt/17170.txt,poi,cducsu
2614968,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,6,"Vor 15 Jahren wurde die Vermögensteuer ausgesetzt. Das Bundesverfassungsgericht hatte entschieden, dass die unterschiedliche Bewertung von Geldvermögen und Grundvermögen nicht zulässig sei. Dieser Fehler sollte korrigiert werden. Er ist nicht korrigiert worden. So lief dann die Erhebung der Vermögensteuer aus. Wir treten ganz energisch für eine Wiedererhebung ein.",data/txt/17170.txt,speech,linke
2614969,170,17,0,,,,7,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614970,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,8,"Die Ungleichheit der Vermögensverteilung ist durch massive Umverteilung von unten nach oben immer größer geworden, nicht nur in Deutschland, aber auch in Deutschland. Ich nenne einmal ein Beispiel: Der VW-Chef Martin Winterkorn bezieht ein Jahreseinkommen von 17,5 Millionen Euro.",data/txt/17170.txt,speech,linke
2614971,170,17,0,Christian Freiherr von Stetten [CDU/CSU],Christian Freiherr von Stetten,christian-freiherr-stetten,9,Dafür zahlt er Steuern!,data/txt/17170.txt,poi,cducsu
2614972,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,10,"Das ist etwa das Doppelte von dem, was Herr Ackermann verdient. Da darf man sich als Erstes die Frage erlauben, ob er wirklich doppelt so viel arbeitet wie Herr Ackermann. Aber jetzt kommt das Entscheidende: Er verdient das Tausendfache eines Leiharbeiters bei VW. Ich frage Sie: Glauben Sie im Ernst, dass er das Tausendfache leistet? Auch sein Tag hat nur 24 Stunden.",data/txt/17170.txt,speech,linke
2614973,170,17,0,,,,11,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614974,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,12,"Das heißt, das Ganze wird unvermittelbar.

Das Nettovermögen hier in Deutschland - Geld und Immobilien - belief sich 2011 auf 8,2 Billionen Euro. Das reichste Zehntel unserer Bevölkerung besitzt davon 61 Prozent; das sind 5 Billionen Euro. Die untersten 70 Prozent - was heißt hier eigentlich untersten? - besitzen unter 9 Prozent des Nettovermögens. Bei uns leben jetzt 830 000 Euro-Vermögensmillionäre; vor drei Jahren waren es 720 000. Das heißt, während der Krise ist die Zahl der Vermögensmillionäre um 110 000 gestiegen. Sie müssen der Bevölkerung einmal erklären, weshalb die Bevölkerung arm wird, aber die Vermögensmillionäre immer mehr und auch noch reicher werden.",data/txt/17170.txt,speech,linke
2614975,170,17,0,,,,13,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614976,170,17,0,Stefan Müller [Erlangen] [CDU/CSU],Stefan Müller,stefan-muller,14,Die gehören auch zur Bevölkerung!,data/txt/17170.txt,poi,cducsu
2614977,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,15,"Diese 830 000 Vermögensmillionäre in Deutschland haben ein Gesamtvermögen von 2,2 Billionen Euro. Das ist mehr als die Gesamtverschuldung des Bundes, der Länder und der Kommunen, die bei nur 2 Billionen Euro liegt.",data/txt/17170.txt,speech,linke
2614978,170,17,0,Stefan Müller [Erlangen] [CDU/CSU],Stefan Müller,stefan-muller,16,Spitzenvergleich!,data/txt/17170.txt,poi,cducsu
2614979,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,17,"Theoretisch könnte man das ausgleichen - das fordern wir gar nicht -, aber eine angemessene Vermögensteuer ist doch wohl das Mindeste, was man in diesem Zusammenhang leisten muss.",data/txt/17170.txt,speech,linke
2614980,170,17,0,,,,18,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614981,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,19,Unsere Milliardäre - es sind übrigens knapp über 100 - haben ein Vermögen von 300 Milliarden Euro; das deckt unseren gesamten Bundeshaushalt ab.,data/txt/17170.txt,speech,linke
2614982,170,17,0,Dr. Heinrich L. Kolb [FDP],Dr. Heinrich L. Kolb,heinrich-kolb,20,Aber nur einmal!,data/txt/17170.txt,poi,fdp
2614983,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,21,"Ihr Vermögen steigt seit 2003 jährlich um 10 Prozent. Für den öffentlichen Dienst verlangt Verdi nun eine Lohnsteigerung von 6,5 Prozent. Und Sie sagen, das sei unbezahlbar? Ich halte das in Anbetracht dieser Tatsachen für eine Unverschämtheit.",data/txt/17170.txt,speech,linke
2614984,170,17,0,,,,22,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614985,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,23,"Die Unternehmens- und Vermögenseinkommen stiegen seit 2000 um knapp 31 Prozent. Die Reallöhne fielen in den letzten Jahren, bis 2010, um 4,5 Prozent, im Niedriglohnbereich sogar um bis zu 19 Prozent. Diese Umverteilung - das muss man klipp und klar sagen - haben SPD und Grüne, dann Union und SPD und jetzt Union und FDP organisiert, indem die Reichen steuerlich privilegiert wurden. Ich nenne Ihnen einige Beispiele: Aussetzung der Vermögensteuer 1997, Senkung des Spitzensteuersatzes der Einkommensteuer von 53 Prozent auf 42 Prozent. Früher musste man für Zins- und Kapitaleinkünfte Einkommensteuer bezahlen, das heißt, bei hohen Einkünften 53 Prozent und dann abgesenkt wenigstens 42 Prozent. Auch das wurde nicht gehalten. Man hat für solche Einkünfte die Abgeltungsteuer in Höhe von 25 Prozent eingeführt.

Es gibt einen Verein, in Hamburg gegründet, mit über 40 Mitgliedern - alles Vermögensmillionäre. Dieser Verein blamiert die Bundesregierung, indem er regelmäßig fordert, endlich wieder Vermögensteuer bezahlen zu dürfen. Das müssen Sie sich einmal überlegen: Da setzen sich über 40 Vermögensmillionäre zusammen und fordern das, und die Regierung sagt: Um Gottes willen!",data/txt/17170.txt,speech,linke
2614986,170,17,0,Dr. Daniel Volk [FDP],Dr. Daniel Volk,daniel-volk,24,Nennen Sie doch einmal Fakten!,data/txt/17170.txt,poi,fdp
2614987,170,17,0,Dr. Gregor Gysi (DIE LINKE),Dr. Gregor Gysi,gregor-gysi,25,"- Ich will Ihnen ein Mitglied nennen: Peter Vollmer. Er hat gesagt, dass er für seine verzinslichen Papiere und Sparguthaben unter Kohl 53 Prozent bezahlen musste, jetzt nur noch 25 Prozent. Er - nicht ich! - bezeichnete Deutschland als ein Niedrigsteuerland für Reiche. Das ist die Tatsache, mit der wir es zu tun haben!",data/txt/17170.txt,speech,linke
2614988,170,17,0,,,,26,Beifall bei der LINKEN,data/txt/17170.txt,poi,
2614989,170,17,0,Dr. Dagmar Enkelmann [DIE LINKE],Dr. Dagmar Enkelmann,dagmar-enkelmann,27,Skandal!,data/txt/17170.txt,poi,linke
