id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2476067,88,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,0,"Die Sitzung ist eröffnet.

Nehmen Sie bitte Platz. Guten Morgen, liebe Kolleginnen und Kollegen!

Ich rufe unseren Tagesordnungspunkt 18 auf:

-	Beratung der Beschlussempfehlung und des Berichts des Auswärtigen Ausschusses (3. Aus-schuss) zu dem Antrag der Bundesregierung

Fortsetzung der Beteiligung bewaffneter deutscher Streitkräfte an dem Einsatz der Internationalen Sicherheitsunterstützungstruppe in Afghanistan (International Security Assistance Force, ISAF) unter Führung der NATO auf Grundlage der Resolutionen 1386 (2001) und folgender Resolutionen, zuletzt Resolution 1943 (2010) des Sicherheitsrates der Vereinten Nationen

- Drucksachen 17/4402, 17/4561 -

Berichterstattung:

Abgeordnete Philipp Mißfelder

Dr. Rolf Mützenich

Dr. Rainer Stinner

Wolfgang Gehrcke

Dr. Frithjof Schmidt

-	Bericht des Haushaltsauschusses (8. Ausschuss) gemäß § 96 der Geschäftsordnung

- Drucksache 17/4562 -

Berichterstattung:

Abgeordnete Herbert Frankenhauser

Klaus Brandner

Dr. h. c. Jürgen Koppelin

Michael Leutert

Sven-Christian Kindler

Zu dieser Beschlussempfehlung liegt je eine Entschließungsantrag der Fraktion der SPD, der Fraktion Die Linke und der Fraktion Bündnis 90/Die Grünen vor. Über die Beschlussempfehlung zu dem Antrag der Bundesregierung werden wir später namentlich abstimmen.

Ich weise schon jetzt darauf hin, dass unmittelbar nach dieser namentlichen Abstimmung die Wahl des Bundesbeauftragten für die Unterlagen des Staatssicherheitsdienstes der ehemaligen Deutschen Demokratischen Republik mit Stimmkarte und Wahlausweis stattfinden wird.

Für die Aussprache zum gerade aufgerufenen Tagesordnungspunkt sind nach einer interfraktionellen Vereinbarung eineinviertel Stunden vorgesehen. - Dazu sehe ich keinen Widerspruch. Dann können wir so verfahren.

Ich eröffne die Aussprache und erteile das Wort zunächst der Kollegin Birgit Homburger für die FDP-Fraktion.",data/txt/17088.txt,chair,
2476068,88,17,0,,,,1,Beifall bei der FDP und der CDU/CSU,data/txt/17088.txt,poi,
2476069,88,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,2,,data/txt/17088.txt,chair,
2476070,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,3,"Herr Präsident! Liebe Kolleginnen und Kollegen! Wenn man die Lage in Afghanistan von außen betrachtet - oft genug wird sie gerade auch hier nur oberflächlich betrachtet -, dann sieht man häufig nur die Probleme und den Anstieg von Sicherheitsvorfällen in den letzten Jahren. Man sieht eben nur wenig die Fortschritte und auch nicht, dass das damit zu tun hat, dass wir in Afghanistan zwischenzeitlich eben nicht nur punktuell arbeiten, sondern in der Fläche vertreten sind.",data/txt/17088.txt,speech,fdp
2476071,88,17,0,,,,4,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17088.txt,poi,
2476072,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,5,"Wer sich allerdings genauer damit beschäftigt, der kann erkennen, dass der Strategiewechsel erfolgt ist. Das ist das Zentrale.

Ich war im letzten Oktober zum wiederholten Mal in Afghanistan und habe vor Ort die Erfahrung gemacht, dass es in der Tat deutlich erkennbare Fortschritte gibt, unter anderem bei der Verantwortungsübernahme durch die afghanische Polizei und die afghanische Armee, die sehr viele Fortschritte gemacht haben. Daneben gab es aber eben auch Fortschritte beim Wiederaufbau, die hier nur wenig zur Kenntnis genommen, vor Ort aber bestätigt werden, und zwar nicht nur im Verantwortungsbereich der Bundeswehr im Norden, sondern in ganz Afghanistan. Das hat auch General Petraeus kürzlich noch einmal bestätigt, als er hier in Deutschland war.",data/txt/17088.txt,speech,fdp
2476073,88,17,0,,,,6,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17088.txt,poi,
2476074,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,7,"Wir haben im letzten Dezember erstmals einen Fortschrittsbericht von der Bundesregierung bekommen. Ich glaube, das ist ein wichtiges Dokument, weil darin eine ungeschminkte Bestandsaufnahme erfolgt und der Stand des Engagements realistisch beurteilt wird. Es werden Fortschritte aufgezeigt, aber es wird auch aufgezeigt, wo es noch Defizite gibt und wo Aufgaben noch erkennbar sind.

Diese Fortschritte sind auch im Mandat erkennbar. Der Schwerpunkt dieses Mandats ist die Unterstützung bei der Übergabe der Sicherheitsverantwortung an die Afghanen. Hier ist im Jahre 2010 Erhebliches erreicht worden. Auf den Konferenzen in London, in Kabul und in Lissabon hat die internationale Gemeinschaft einen Fahrplan für die Übergabe der Verantwortung erarbeitet. Wir werden dieses Jahr in Provinzen und Distrikten, also zunächst in kleinen Bereichen, mit der Übergabe der Verantwortung beginnen.

Ziel ist es, dass die nationalen Sicherheitskräfte in Afghanistan bis Ende 2014 die Verantwortung für alle Provinzen übernehmen und die Sicherheitsoperationen dort durchführen. Dieser Fahrplan ist international abgestimmt. Er entspricht dem Fahrplan der afghanischen Regierung und den Vorstellungen von Präsident Karzai. Dass es gelungen ist, diesen Fahrplan festzulegen, ist ein großer Erfolg.",data/txt/17088.txt,speech,fdp
2476075,88,17,0,,,,8,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17088.txt,poi,
2476076,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,9,"Voraussetzung für die Übergabe der Sicherheitsverantwortung ist vor allem, dass wir die afghanischen Sicherheitskräfte selbst in die Lage versetzen, für Sicherheit und Ordnung zu sorgen. Deshalb ist es wichtig, dass wir einen Strategiewechsel geschafft haben.

Wir haben Anfang 2010 klare Ziele definiert. Das ist die Grundvoraussetzung, um kontrollieren zu können, ob sie tatsächlich erreicht werden. Wir haben das Mandat klar auf die Erreichung dieser Ziele ausgerichtet.

Die deutsche Anstrengung ist deutlich erkennbar. Wir haben zwischenzeitlich bei der afghanischen Armee und Polizei erreicht, dass der Aufwuchs der Sicherheitskräfte weiter vorangeschritten ist, als es für das Jahr 2010 festgelegt war. Das heißt, die Ziele sind übererfüllt worden. Dass das erreichbar ist, hätte Anfang des Jahres 2010 niemand gedacht. Das ist ein zentraler Fortschritt. Denn diese Schwerpunktsetzung schafft erst die Voraussetzung für eine Abzugsperspektive.",data/txt/17088.txt,speech,fdp
2476077,88,17,0,,,,10,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17088.txt,poi,
2476078,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,11,"Wenn wir heute über dieses Mandat entscheiden, dann steht wieder der Beitrag der Bundeswehr im Mittelpunkt. Deshalb ist es gut, dass in der letzten Woche in einer Regierungserklärung von Bundesminister Niebel erstmals der zivile Wiederaufbau im Mittelpunkt gestanden hat. Das Konzept der vernetzten Sicherheit wird mit Leben erfüllt. Wir haben die Hilfe beim zivilen Wiederaufbau verdoppelt.

Wir haben erhebliche Fortschritte erreicht. Mit unserer Unterstützung werden beispielsweise Haushalte mit besserem Trinkwasser versorgt. Wir haben 12 000 Afghanen in unserem Verantwortungsbereich weitergebildet. 42 000 Personen konnten von Mikrokrediten der deutsch-afghanischen Entwicklungszusammenarbeit profitieren. All diese Maßnahmen versetzen Menschen in die Lage, für sich und ihre Familie Verantwortung zu übernehmen. Wir geben ihnen eine großartige Unterstützung, und wir dürfen sie auch in Zukunft nicht alleine lassen.",data/txt/17088.txt,speech,fdp
2476079,88,17,0,,,,12,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17088.txt,poi,
2476080,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,13,"Dass das erreicht werden konnte, ist vor allen Dingen für diejenigen ein Erfolg, die bereit sind, an dieser Stelle Verantwortung zu übernehmen und vor Ort ihr Leben aufs Spiel zu setzen, um Erfolge zu erzielen. Deshalb möchte ich an dieser Stelle allen Soldatinnen und Soldaten im Einsatz, aber auch allen Polizisten, die vor Ort in der Ausbildung tätig sind, und allen zivilen Helferinnen und Helfern, die vor Ort Großartiges leisten, ein herzliches Dankeschön sagen.",data/txt/17088.txt,speech,fdp
2476081,88,17,0,,,,14,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU und der SPD,data/txt/17088.txt,poi,
2476082,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,15,"2011 wird ein entscheidendes Jahr für dieses Engagement. Wer Afghanistan stabilisieren will, der schafft das nicht allein mit militärischen Mitteln. Deshalb ist es so wichtig, dass wir den Ansatz der vernetzten Sicherheit, den zivilen Wiederaufbau und die Übergabe der Verantwortung an die Afghanen in den Mittelpunkt gestellt haben.

Vor allen Dingen ist es auch wichtig, dass wir an einer politischen Lösung weiterarbeiten. Deshalb ist es wichtig, dass die politischen Initiativen, die die Bundesregierung ergriffen hat, weiter vorangetrieben werden. Sie müssen im Jahr 2011 im Mittelpunkt der Bemühungen stehen, um eine Stabilisierung der Region zu erreichen.",data/txt/17088.txt,speech,fdp
2476083,88,17,0,,,,16,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17088.txt,poi,
2476084,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,17,"In der heutigen Abstimmung werden sich die Grünen erneut der Verantwortung entziehen. Was die Linken machen, indem sie auch in der Kommunikation nach außen den Einsatz mit Terrorismus gleichstellen, wie insbesondere Frau Lötzsch, ist unverantwortlich.

Deshalb sind wir froh, dass wir in intensiven Diskussionen hier in den Fraktionen des Deutschen Bundestages eine verantwortliche Entscheidung treffen. Ich danke vor allen Dingen der SPD, dass sie sich mehrheitlich dafür entschieden hat, diesem Mandat zuzustimmen. Es ist wichtig, dass die Soldatinnen und Soldaten im Einsatz wissen, dass sie die breite Rückendeckung des Deutschen Bundestages haben. Deshalb ist es gut, dass es eine breite Mehrheit auch am heutigen Tage für dieses Mandat geben wird.",data/txt/17088.txt,speech,fdp
2476085,88,17,0,,,,18,Beifall bei der FDP und der CDU/CSU,data/txt/17088.txt,poi,
2476086,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,19,"Wenn wir den eingeschlagenen Weg fortsetzen, dann - davon bin ich überzeugt - ist es ein weiter Weg, und es wird noch ein schwieriger Weg sein. Aber es ist ein Weg für eine gute Zukunft für die Menschen in Afghanistan, und es ist ein Weg zur Stabilisierung dieses Landes, das auch für die Sicherheit unseres Landes entscheidend ist. Wir werden auch nach 2014 noch langfristig die Aufgabe haben, dieses Land zu unterstützen. Aber ich glaube, es ist ein großer Erfolg, dass Fortschritte erzielt worden sind und dass es erstmals überhaupt eine Abzugsperspektive gibt. Das ist ein Erfolg auch für diese Koalition und für diese Bundesregierung. Ich denke, dass wir gemeinsam auf diesem Weg weitergehen sollten.

Vielen Dank.",data/txt/17088.txt,speech,fdp
2476087,88,17,0,,,,20,Beifall bei der FDP und der CDU/CSU,data/txt/17088.txt,poi,
2476088,88,17,0,Birgit Homburger (FDP),Birgit Homburger,birgit-homburger,21,,data/txt/17088.txt,speech,fdp
2476089,88,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,22,Nächster Redner ist der Kollege Sigmar Gabriel für die SPD-Fraktion.,data/txt/17088.txt,chair,
2476090,88,17,0,,,,23,Beifall bei der SPD,data/txt/17088.txt,poi,
2476091,88,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,24,,data/txt/17088.txt,chair,
2476092,88,17,0,Sigmar Gabriel (SPD),Sigmar Gabriel,sigmar-gabriel,25,"Herr Präsident! Meine Damen und Herren! Liebe Kolleginnen und Kollegen! Der Deutsche Bundestag entscheidet heute erneut über die Entsendung unserer Soldatinnen und Soldaten nach Afghanistan. Im zehnten Jahr des Einsatzes ist das wohl die schwierigste Aufgabe, die Abgeordnete hier wahrnehmen müssen. Viel zu viele haben inzwischen ihr Leben verloren oder kehren traumatisiert oder verletzt zurück. Die Tragödien in den betroffenen Familien können wir wohl höchstens erahnen. Es ist richtig, sich heute für den Mut und die Tapferkeit all derjenigen zu bedanken, die sich in Afghanistan für ein Ende des Terrors, ein Ende der Gewalt und eine bessere Zukunft einsetzen. Wir Sozialdemokraten tun dies ausdrücklich.",data/txt/17088.txt,speech,spd
2476093,88,17,0,,,,26,Beifall bei der SPD,data/txt/17088.txt,poi,
