id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2693922,213,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,0,"Die Sitzung ist eröffnet. Nehmen Sie bitte Platz.

Liebe Kolleginnen und Kollegen! Ich begrüße Sie herzlich zu unserer Plenarsitzung und rufe gleich den Tagesordnungspunkt 1 auf:

-	Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über den Umfang der Personensorge bei einer Beschneidung des männlichen Kindes

- Drucksache 17/11295 -

-	Zweite und dritte Beratung des von den Abgeordneten Marlene Rupprecht (Tuchenbach), Katja Dörner, Diana Golze und weiteren Abgeordneten eingebrachten Entwurfs eines Gesetzes über den Umfang der Personensorge und die Rechte des männlichen Kindes bei einer Beschneidung

- Drucksache 17/11430 -

Beschlussempfehlung und Bericht des Rechtsausschusses (6. Ausschuss)

- Drucksache 17/11800, 17/11814 -

Berichterstattung:

Abgeordnete Andrea Astrid Voßhoff

Burkhard Lischka

Stephan Thomae

Raju Sharma

Jerzy Montag

Zu dem Gesetzentwurf der Bundesregierung liegen drei Änderungsanträge vor. Über die Gesetzentwürfe und die drei Änderungsanträge werden wir später namentlich abstimmen. Wir werden also voraussichtlich fünf namentliche Abstimmungen am Schluss der Aussprache durchführen.

Nach einer interfraktionellen Vereinbarung sind für die Aussprache 90 Minuten vorgesehen. - Ich höre dazu keinen Widerspruch. Dann haben wir das so vereinbart.

Ich eröffne die Aussprache und erteile das Wort zunächst dem Kollegen Stephan Thomae für die FDP-Fraktion.",data/txt/17213.txt,chair,
2693923,213,17,0,,,,1,Beifall bei der FDP sowie bei Abgeordneten der CDU/CSU,data/txt/17213.txt,poi,
2693924,213,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,2,,data/txt/17213.txt,chair,
2693925,213,17,0,Stephan Thomae (FDP),Stephan Thomae,stephan-thomae,3,"Sehr geehrter Herr Präsident! Verehrte Kolleginnen! Verehrte Kollegen! Bundestag und Bundesregierung hatten in einem sehr sachlichen, sehr respektvollen und sehr ernsthaften Verfahren eine schwierige Frage zu meistern. Ich möchte zunächst allen Kolleginnen und allen Kollegen Dank und Respekt aussprechen, die derart konstruktiv an diesem Verfahren mitgewirkt haben.",data/txt/17213.txt,speech,fdp
2693926,213,17,0,,,,4,"Beifall bei Abgeordneten der FDP, der CDU/CSU und der LINKEN",data/txt/17213.txt,poi,
2693927,213,17,0,Stephan Thomae (FDP),Stephan Thomae,stephan-thomae,5,"Die Beschneidung von Knaben rührt an drei delikate Tabuthemen. Zum Ersten geht es um das Wohl von Kindern. Zu Recht gibt es einen Konsens in unserer Gesellschaft, dass Kinder, die sich nicht selbst schützen und nicht für sich selbst sprechen können, Anspruch auf den Schutz durch staatliche Gewalt haben.

Zum Zweiten geht es um die religiösen Gefühle von Menschen und um den Schutz religiöser Minderheiten. Über die Religionsfreiheit gibt es in unserer Gesellschaft keinen derartigen Konsens mehr. Viele Menschen in Deutschland stehen der Religion gleichgültig, manche ablehnend und einige sogar feindselig gegenüber.

Zum Dritten stehen Menschen jüdischen Glaubens im Mittelpunkt der Diskussion, und damit geht es auch um ein Stück deutscher Geschichte, bei dem in Deutschland zu Recht weiterhin der Konsens besteht, dass diese Geschichte unser Tun in die Pflicht nimmt. Die Zurückhaltung, bestimmte Dinge nicht einmal zu sagen oder auch nur zu denken, ist in Deutschland in Bewegung geraten.

In der Mitte dieses Kräftedreiecks stehen der Deutsche Bundestag und die Bundesregierung. Auch ich stand schon einmal hier, um den Gesetzentwurf der Bundesregierung, der im Auftrag dieses Parlaments entstanden ist, zu vertreten. Heute will ich mich in meinem zweiten Beitrag zu dem Alternativentwurf und zu den Änderungsanträgen äußern.

Der Alternativentwurf aus den Federn der Kolleginnen Dörner und Rupprecht will die Beschneidung erst ab dem 14. Lebensjahr des Knaben erlauben. Darin erblicke ich zwei Probleme. Erstens verlagert dieser Entwurf den frühesten Zeitpunkt einer Beschneidung in eine Lebensphase erwachender oder erwachter Sexualität eines Jungen, in der nach ärztlicher Expertise nicht nur die operativen Wunden langsamer verheilen als bei einem Säugling oder einem Kleinkind. Man erlegt auch die durchaus unvermeidlich schwierige Entscheidung, diesen immerhin nicht zu vernachlässigenden Eingriff an sich vornehmen zu lassen oder ihn abzulehnen mit der Konsequenz, dass man aus der Religionsgemeinschaft seiner Eltern, seiner Familie ausgeschlossen bleibt und an der kulturellen Identität seines eigenen Volkes jedenfalls nicht ganz und gar teilhaben kann, einem Jungen in seiner Pubertät auf. Und das ist kein kluger Weg.",data/txt/17213.txt,speech,fdp
2693928,213,17,0,,,,6,Beifall bei Abgeordneten der FDP und der CDU/CSU,data/txt/17213.txt,poi,
2693929,213,17,0,Stephan Thomae (FDP),Stephan Thomae,stephan-thomae,7,"Zweitens löst dieser Alternativentwurf nicht den Konflikt, den zu lösen doch unsere Aufgabe als Gesetzgeber ist, nämlich Eltern jüdischen Glaubens einen Weg freizuhalten - der übrigens in allen Ländern der Welt und auch immer in der deutschen Geschichte freigehalten war -, ihre neugeborenen Söhne gemäß jahrtausendealter Tradition beschneiden zu lassen, ohne sich dabei strafbar zu machen. Dies gelingt dem Alternativentwurf nicht. Es gelingt aber dem Regierungsentwurf, der deshalb dem Alternativentwurf vorzuziehen ist.",data/txt/17213.txt,speech,fdp
2693930,213,17,0,,,,8,Beifall bei Abgeordneten der FDP und der CDU/CSU,data/txt/17213.txt,poi,
2693931,213,17,0,Stephan Thomae (FDP),Stephan Thomae,stephan-thomae,9,"Zu dem Regierungsentwurf stehen drei Änderungsanträge zur Abstimmung. Der Änderungsantrag, den die SPD-Kolleginnen und -Kollegen Lambrecht und Lischka verantworten, hat zweierlei zum Inhalt: Zum einen zielt er auf eine Evaluierung des Gesetzes nach Ablauf von fünf Jahren. Damit soll sicher auch Zweiflern eine Zustimmung erleichtert werden, denn gemäß diesem Antrag kann man nach fünf Jahren noch einmal über alles nachdenken und das Thema noch einmal aufrollen.

Wir sollten jedoch den Mut haben, heute eine abschließende Regelung zu finden. Die Vertagung auf einen Zeitpunkt in der Zukunft weicht davor zurück.",data/txt/17213.txt,speech,fdp
