id,sitzung,wahlperiode,in_writing,speaker,speaker_cleaned,speaker_fp,sequence,text,filename,type,speaker_party
2416459,57,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,0,"Guten Morgen, liebe Kolleginnen und Kollegen! Ich begrüße Sie alle herzlich zur Haushaltswoche im Deutschen Bundestag. Die Sitzung ist eröffnet.

Vor Eintritt in unsere Tagesordnung möchte ich darauf hinweisen, dass der Kollege Dr. Koppelin heute seinen 65. Geburtstag feiert,",data/txt/17057.txt,chair,
2416460,57,17,0,,,,1,Beifall,data/txt/17057.txt,poi,
2416461,57,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,2,"wozu ich ihm offensichtlich im Namen des ganzen Hauses unsere guten Wünsche übermittele.

Während der parlamentarischen Sommerpause gab es eine Reihe weiterer runder Geburtstage. Ebenfalls ihren 65. Geburtstag begingen die Kollegen Herbert Frankenhauser, Ernst-Reinhard Beck und Klaus Breil. Den 60. Geburtstag feierten die Kollegen Josef Göppel und Manfred Zöllmer. Auch Ihnen übermittele ich auf diesem Wege alle guten Wünsche.",data/txt/17057.txt,chair,
2416462,57,17,0,,,,3,Beifall,data/txt/17057.txt,poi,
2416463,57,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,4,"Die Kollegin Lucia Puttrich hat Anfang des Monats auf ihre Mitgliedschaft im Deutschen Bundestag verzichtet. Als ihren Nachfolger begrüße ich den Kollegen Bernd Siebert wieder hier im Hause. Herzlich willkommen, lieber Kollege Siebert!",data/txt/17057.txt,chair,
2416464,57,17,0,,,,5,Beifall,data/txt/17057.txt,poi,
2416465,57,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,6,"Ich rufe nun die Tagesordnungspunkte 1 a und 1 b auf:

a)	Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2011 (Haushaltsgesetz 2011)

- Drucksache 17/2500 -

Überweisungsvorschlag:

Haushaltsausschuss

b)	Beratung der Unterrichtung durch die Bundesregierung

Finanzplan des Bundes 2010 bis 2014

- Drucksache 17/2501 -

Überweisungsvorschlag:

Haushaltsausschuss

Nach einer interfraktionellen Vereinbarung sind im Rahmen der Haushaltsberatungen für die heutige Aussprache im Anschluss an die einstündige Einbringung des Haushalts siebeneinhalb Stunden, für Mittwoch achteinhalb Stunden, für Donnerstag wieder siebeneinhalb Stunden und für Freitag dreieinhalb Stunden vorgesehen. Darf ich dazu Ihr Einvernehmen feststellen? - Das ist offensichtlich der Fall. Dann haben wir jedenfalls das Zeitbudget einvernehmlich beschlossen. Über den Rest wird es möglicherweise die eine oder andere kontroverse Urteilsbildung geben; jedenfalls entspricht das den Erfahrungen früherer Haushaltsberatungen.

Wie Sie sehen, wurden in der Sommerpause nach einer damaligen Erprobung und nach Beratung und Beschlussfassung in Präsidium und Ältestenrat die LCD-Großbildwände fest installiert, die in Zukunft alle Teilnehmer an den Plenarsitzungen des Deutschen Bundestages noch präziser und zeitnäher über den Tagesordnungspunkt, die Abfolge der Rednerinnen und Redner, deren voraussichtliche Redezeit und damit verbundene Abstimmungen in Kenntnis setzen. Beim ersten Redner der Haushaltsdebatte wäre das vermutlich auch ohne Anzeige hinreichend identifizierbar.

Ich erteile nun zur Einbringung des Haushalts dem Bundesminister der Finanzen, Dr. Wolfgang Schäuble, das Wort.",data/txt/17057.txt,chair,
2416466,57,17,0,,,,7,Beifall bei der CDU/CSU und der FDP,data/txt/17057.txt,poi,
2416467,57,17,0,Präsident Dr. Norbert Lammert,Dr. Norbert Lammert,norbert-lammert,8,,data/txt/17057.txt,chair,
2416468,57,17,0,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,9,"Herr Präsident! Meine Damen und Herren! Mit dem Entwurf des Bundeshaushalts 2011, auch mit der Fortschreibung der mittelfristigen Finanzplanung, setzen wir den Ausweg aus dem durch die Finanzkrise verursachten schwersten Einbruch in der Geschichte der Bundesrepublik Deutschland konsequent fort.

Man muss daran erinnern: Wir hatten im vergangenen Jahr einen Rückgang des Bruttoinlandsprodukts um 4,7 Prozent. Das haben wir in der Geschichte der Bundesrepublik Deutschland so nicht gekannt. Wir haben bei der Einbringung des Haushalts 2010 im Januar noch mit einer Neuverschuldung von annähernd 86 Milliarden Euro rechnen müssen. Ich habe damals gesagt: Die Rückgewinnung verloren gegangenen Vertrauens ist die wichtigste Aufgabe, wenn wir politisch die Rahmenbedingungen für eine positive wirtschaftliche und soziale Entwicklung gestalten wollen.

Die tatsächliche Neuverschuldung in diesem Jahr liegt nicht mehr bei 86 Milliarden Euro, sondern zwischen 50 und 60 Milliarden Euro. Die Steuereinnahmen für Bund, Länder und Gemeinden haben sich besser bzw. weniger schlecht entwickelt, als wir es am Anfang des Jahres noch einplanen mussten. Unsere wirtschaftliche Entwicklung ist sehr viel besser, als man Anfang des Jahres hoffen konnte.

Die EU-Kommission hat gestern ihre Frühjahrsprognose vorgelegt. Bisher hat sie uns, der Bundesrepublik Deutschland, für dieses Jahr ein reales Wachstum in Höhe von 1,2 Prozent prognostiziert. Gestern hat sie ihre Prognose auf 3,4 Prozent angehoben. Der IWF prognostiziert für dieses Jahr ähnlich. Das heißt, wir sind auf einem guten wirtschaftlichen Weg.

Ich will hinzufügen: Niemand kann erwarten, dass sich die Wachstumszahlen für das Jahr 2010 angesichts der Ausgangsbasis des Jahres 2009 im Jahr 2011 so fortsetzen werden. Manche titeln schon: Wenn das Wachstum in diesem Jahr über alle Erwartungen hoch sein wird, dann werden wir im nächsten Jahr einen Einbruch des Wachstums zu verzeichnen haben. Das ist sachlich nicht ganz richtig. Auch die Prognosen für das Jahr 2011 werden von allen nationalen und internationalen Institutionen eher angehoben. Wahr ist aber: Wir werden die Wachstumszahl von über 3 Prozent - wenn sie sich in diesem Jahr verwirklicht - im nächsten Jahr zwar nicht erreichen, aber wir haben alle Chancen auf eine stetige, nachhaltige wirtschaftliche Entwicklung. Das ist nichts Abstraktes, sondern es wirkt sich auf die Bürgerinnen und Bürger in unserem Land konkret und positiv aus.

Ich will daran erinnern: Die Arbeitslosigkeit ist das größte soziale Problem. Wer Arbeitslosigkeit abbaut, leistet den wichtigsten Beitrag zu nachhaltiger sozialer Gerechtigkeit und zur Gewährleistung sozialer Leistungen. Das kann man nicht voneinander trennen.",data/txt/17057.txt,speech,
2416469,57,17,0,,,,10,Beifall bei der CDU/CSU und der FDP,data/txt/17057.txt,poi,
2416470,57,17,0,"Dr. Wolfgang Schäuble, Bundesminister der Finanzen",Dr. Wolfgang Schäuble,wolfgang-schauble,11,"Im August dieses Jahres wurden 3,188 Millionen Arbeitslose registriert. Damit liegen wir unter dem Niveau, das wir vor der Krise hatten. Wir haben übrigens einen stärkeren Rückgang der Arbeitslosigkeit in den neuen Bundesländern zu verzeichnen; dort sind es 10 Prozent. In den alten Bundesländern sind es 7 Prozent. Das heißt, die derzeitige Entwicklung hat die positive Wirkung, dass der Abstand zwischen neuen und alten Bundesländern nicht größer, sondern kleiner wird.

Bei der Zahl der sozialversicherungspflichtig Beschäftigten liegen wir um 93 000 über dem Vorkrisenniveau. Der Bestand an gemeldeten offenen Arbeitsstellen belief sich im August auf 396 000. Das ist gegenüber dem Vorjahresmonat ein Anstieg um 32 Prozent. Das heißt, unsere Politik wirkt sich konkret auf die Menschen aus. Wer die sozialen Wirkungen dieser Politik kritisch beleuchtet - das wird in der Debatte in dieser Woche geschehen -, darf das nicht aus dem Blick verlieren.

Im internationalen und im europäischen Vergleich liegen wir übrigens nicht schlecht: In der Europäischen Union rechnet man in diesem Jahr mit einer durchschnittlichen Arbeitslosenquote von 9,6 Prozent. Wir liegen bei 6,9 Prozent und damit weit unter dem EU-Durchschnitt. Nur zum Vergleich: Die Erwerbslosenquote in den USA lag im Juni bei 9,5 Prozent. Unsere Politik wirkt sich also positiv für die Menschen aus, und das ist die beste Sozialpolitik.",data/txt/17057.txt,speech,
2416471,57,17,0,,,,12,Beifall bei der CDU/CSU und der FDP,data/txt/17057.txt,poi,
